,date,pm25,pm10,o3,no2,so2,co,AQI_calculated
564,2022-09-01,75.5397490080353,65.69400863453623,34.609790486160286,19.73514587061191,5.005532485986409,5.8179123280076395,152.0
565,2022-09-02,76.38521268895545,65.86468313933395,32.70049857017706,19.11632962267701,5.00480946872075,5.580212179834371,155.0
566,2022-09-03,75.0280130322203,64.5771011923825,30.912249077108694,18.579048127164302,5.004181715653388,5.504445725619819,150.0
567,2022-09-04,74.50225900757331,64.11070353465261,30.532537664084664,18.37316512068953,4.873252235348658,5.438647816523925,148.0
568,2022-09-05,73.1329298389058,65.13838285206867,30.07238054978193,18.32455570688462,5.020025192704661,5.51179620998565,144.0
569,2022-09-06,74.8090262992656,66.4219379665821,30.45342970858695,18.412469277650146,5.017418780578777,5.5753582803933845,149.0
570,2022-09-07,75.6148227359142,68.96835218508052,32.995747963988,18.358821596306136,4.88508854050642,5.500504929498242,152.0
571,2022-09-08,80.99757224607842,70.53228232764613,32.73633126181572,18.052210876632024,4.640055870397193,5.565446414569793,170.0
572,2022-09-09,84.76744414306785,68.90414883924723,31.991094856846715,17.395852082308352,4.8167332322591845,5.7518535580755,183.0
573,2022-09-10,85.83697797061474,67.74790339334098,30.563849692464785,17.34444883471167,4.840531280720851,5.654205039195683,186.0
574,2022-09-11,85.85814714494708,66.3528031424343,28.80323374564282,17.299738658396866,4.731428569455765,5.699096671040433,186.0
575,2022-09-12,84.18913285893996,63.84165452589166,26.36339523442653,17.131089346466247,4.766277411315543,5.608372627695372,181.0
576,2022-09-13,80.661170895951,61.527297249982404,24.24079260447334,17.114084893076114,4.79659509137606,5.529447694348417,169.0
577,2022-09-14,77.85135926132892,58.216869320714004,22.394019829780166,16.969608268328162,5.341700547361745,5.460781140441189,160.0
578,2022-09-15,75.40667952918773,54.42885124844203,20.138854817355277,16.71424512062658,5.556701964073403,5.53069781537387,151.0
579,2022-09-16,72.50161444283387,55.53989086345654,22.45411505173597,16.621660725366525,5.614164702552079,5.591535906264053,145.0
580,2022-09-17,74.76985177208049,57.41396003887023,23.82089020691472,16.54109181734698,5.404964600081972,5.644477402468705,149.0
581,2022-09-18,77.65093898694364,61.895717288399176,23.066602728126416,16.600558442516697,5.352488137490133,5.690549641117688,159.0
582,2022-09-19,85.47114164678857,62.55705650926176,25.131022183876006,16.652312309481342,5.436383371129588,5.860217673166271,185.0
583,2022-09-20,88.39010567602898,62.48488955352341,26.668654331556883,16.30870389299177,5.509400193719093,5.878327322749808,195.0
584,2022-09-21,88.21001677458777,60.09040467807373,25.286664389753614,16.00964035043428,5.57295122617924,5.8940890764157015,194.0
585,2022-09-22,86.75790013939958,57.61770048962718,26.544794117869294,15.878865651550559,5.4987391326883035,5.907807743460171,189.0
586,2022-09-23,84.71684200926111,54.42931184449582,26.992298920595225,15.63552229331711,5.434144383547696,5.660708919773913,182.0
587,2022-09-24,81.77464514785686,51.52454842101745,25.30969916215886,15.294202469843878,5.5074269126344655,5.704650732424762,173.0
588,2022-09-25,78.56614354272132,53.52861869490482,26.435092724431954,15.126603309007224,5.571215104989826,5.742899269993524,162.0
589,2022-09-26,79.65832756940395,54.49611335765599,25.990270844617463,14.721728776376727,5.497246511661088,7.330142727233101,167.0
590,2022-09-27,79.31409166037751,57.53957801121898,25.732555214058834,14.369298327169043,5.432859195410948,6.769433306278796,164.0
591,2022-09-28,79.40290836626922,60.05936719091658,23.43649499591273,13.803549513807312,5.432859195410948,6.769433306278796,165.0
592,2022-09-29,84.27108361659987,62.90020624633501,22.214672281685857,13.803549513807312,5.369693362153754,6.769433306278796,181.0
593,2022-09-30,88.37929442493865,66.4089436586506,23.611099251327104,13.83221600185728,5.316619652030696,6.643193751141825,195.0
411,2022-10-01,90.9196792091563,69.07489698235251,24.956164993530727,14.14341747246305,5.271797805854151,6.2240402357307225,203.0
412,2022-10-02,92.48373550766986,69.97148019966176,25.60918312281387,14.4062358278103,5.373650920907892,5.727248052880911,208.0
413,2022-10-03,92.29163838626783,72.1760961954523,27.86070430708893,14.908882635051516,5.321927585359318,5.467496895838164,208.0
414,2022-10-04,94.45480475122429,75.7782884101065,29.432305357163088,15.47519320740486,5.5521511123603435,5.3986342928843944,215.0
415,2022-10-05,99.9628733591611,71.27581946461106,26.91655902777829,15.409999969105614,5.476980867785314,5.051510456326039,233.0
416,2022-10-06,94.27134910356116,66.70899678214505,24.855994485322004,15.626460828566943,5.277240163174742,4.759086127637717,214.0
417,2022-10-07,90.61132815126032,61.95668658447306,23.321129236061264,15.947444636563867,4.971047489451769,4.511584433160624,202.0
418,2022-10-08,88.84921915217821,56.39560989147708,21.855521133135277,16.088967495430996,4.7073455171134295,4.301271912818606,196.0
419,2022-10-09,82.39585058879771,52.84906496971997,21.226941448820142,16.344637998222037,4.479910314414055,4.12195752707392,175.0
420,2022-10-10,78.59036113120162,52.09186988158818,20.550283827219374,16.56514684045675,4.416221040559734,4.241949266350842,162.0
421,2022-10-11,77.6077452437998,55.963624834390245,20.479046871747794,16.888276020002635,4.361163581611139,4.209121553896721,159.0
422,2022-10-12,80.11816826593638,58.03960128384439,19.899215349616142,17.29989061074,4.181617817646164,4.046083604100373,167.0
423,2022-10-13,81.78577575388644,61.918082796112536,19.78280868420173,17.787955188479774,4.289302865607407,4.039903007836374,173.0
424,2022-10-14,86.08547669923519,66.07118522070694,19.940377827364546,18.210603362939555,4.251316614091247,4.301564073045099,187.0
425,2022-10-15,90.08745640822929,72.14624197586924,20.854264222545495,18.70815959735534,4.218379102858632,4.527381653025728,200.0
426,2022-10-16,96.41931200178823,77.564302374442,22.685460617868273,19.27064564816885,4.189804392407135,4.854982764335223,221.0
427,2022-10-17,102.70818817932944,81.63371091674873,23.114533801995503,19.889475719991204,4.165003370519205,5.138317541857462,242.0
428,2022-10-18,107.27677775565093,82.84619126599794,23.358610265356223,20.42658107995045,4.404484042619554,6.042288659590974,258.0
429,2022-10-19,108.9238182017962,85.32567573828109,23.959443965675785,20.762430633522104,4.221382174980861,6.562492539709452,263.0
430,2022-10-20,111.39325377024952,89.55540017138975,24.611949059402026,21.054140876990473,4.0622975705857405,6.882243267769803,271.0
431,2022-10-21,115.22587711418629,95.04988802061598,25.309436620685904,20.916839611624734,3.9240443132016494,6.766711003802627,284.0
432,2022-10-22,119.46851388523126,97.89134390336096,26.822787446319694,21.05780787633531,3.933922728589799,6.927971264204126,298.0
433,2022-10-23,124.06808724222851,102.56562668941613,32.023746809878716,20.660125209523333,3.9425112061524406,6.806791570296902,303.0
434,2022-10-24,129.75509434137234,114.1429369966351,35.774732726195055,19.534515575338922,3.949979450845353,6.5711183560369,308.0
435,2022-10-25,134.8353608425935,115.41893602755269,39.42849994635693,19.335170161894776,4.0863228466754595,11.578734781844478,311.0
436,2022-10-26,136.41007612756368,119.63655878577464,42.22093329451799,19.551345334977366,4.075118439911754,10.852401365884358,313.0
437,2022-10-27,139.4637946885428,125.76775789354149,42.71013361060236,21.167136516979152,4.195123211730984,10.871603884457251,315.0
438,2022-10-28,143.0283574210789,133.953168932461,43.912706417776256,21.27520174029432,4.4292379683738075,10.758282269360354,318.0
439,2022-10-29,146.26093548594204,138.10162768531288,45.34795535111632,20.72065569069862,4.892288069459535,11.049574536585869,320.0
440,2022-10-30,148.68670532383226,148.18555883381362,45.43236242086265,21.016236892786416,5.165549902037893,10.913258281314743,322.0
441,2022-10-31,151.44570772241843,159.16476959636847,47.059240342493815,21.921671417907294,5.532959134490911,11.573629481866657,324.0
442,2022-11-01,153.84755677860048,166.7809746214654,48.08716958134749,21.41333373678067,5.7230880611854,10.980092715379023,326.0
443,2022-11-02,157.1035339056054,196.97110678846425,49.75873156629455,21.359765579229936,5.8885512619417,10.852943697154851,329.0
444,2022-11-03,160.19692420059965,211.0848603040123,50.43721200027106,23.127276861471028,6.680373371408423,11.131406216863844,331.0
445,2022-11-04,168.06786189007008,203.56579639892578,47.7916223876328,23.240350103091455,6.33313388093622,11.373694030348872,337.0
446,2022-11-05,176.2144041328446,195.33722894573526,46.52410070368882,22.95011521156371,6.160444999606415,11.843791916179647,343.0
447,2022-11-06,180.07013785461234,189.98614176415848,45.93845773968048,22.956577088313914,6.010138568567827,12.382483697009972,346.0
448,2022-11-07,187.18078577921855,193.2241748779258,43.486882588554835,22.962201432342955,5.879310413537671,12.46250786690988,352.0
449,2022-11-08,203.33857899410884,181.28579694096524,42.388259456573536,23.09661195625088,5.765433947251171,12.66172397317643,364.0
450,2022-11-09,197.72841944573287,174.77632389311538,42.07910037966582,23.213606620323407,5.666310892482482,12.964662177876145,360.0
451,2022-11-10,197.89302495762104,176.61757197427613,41.292163737891094,22.926946446181383,5.450535757693878,12.969239923724484,360.0
452,2022-11-11,207.74503654075184,175.1136829579634,41.254343284757496,22.677420925272287,5.262710062932847,12.973224287096183,367.0
453,2022-11-12,214.25051700852154,169.27373917583265,41.3508681750406,22.589703648571785,5.099211536894928,12.976692273897577,373.0
454,2022-11-13,213.70028969948348,162.3774806305904,40.26985252073788,23.03127642674754,5.086365826340045,12.850200128496118,372.0
455,2022-11-14,209.7261527521464,154.04384885180465,40.49381922266429,23.156704802459522,5.075183671897176,12.999102438915823,369.0
456,2022-11-15,203.28912783671143,148.47184501646768,39.653197703449166,22.747992695061907,5.06544956098241,12.610730983067752,364.0
